,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
454,Thu Jan 05 01:56:49 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/BUnOeFa9yi,,,BRASIL,ROBERTO CARLOS,jaspionzzz,0,Negativo,,,,,,,,,,,,,,,,
455,Thu Jan 05 01:51:57 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/HzXPLOJwdN,,,,Brasil sem PT,stsouza,0,Negativo,,,,,,,,,,,,,,,,
456,Wed Jan 04 19:35:40 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/KBOA3Zzp0x,,,,Portal Virou Noticia,VirouNoticiaMG,0,Negativo,,,,,,,,,,,,,,,,
457,Wed Jan 04 20:51:07 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,São Paulo - SP,InfoMoney,infomoney,14,Negativo,,,,,,,,,,,,,,,,
458,Wed Jan 04 23:50:18 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial. https://t.co/hnYwzSzS4R,,,"São Paulo, SP, Brasil",Advocacia Edwagner,edwagneradv,0,Negativo,,,,,,,,,,,,,,,,
459,Thu Jan 05 20:37:29 +0000 2017,Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/y0kKCFXAn5 https://t.co/nGyj0wXaSD,,,"Rio Branco, Acre.",Ac24horas,ac24horas,1,Negativo,,,,,,,,,,,,,,,,
460,Wed Jan 04 21:41:33 +0000 2017,"Banco do Brasil cobra  de Minas R$ 1,5 bilhão em depósitos judiciais.https://t.co/omkua937cd",,,,Jornal do Maciço,jornaldomacico,0,Negativo,,,,,,,,,,,,,,,,
461,Thu Jan 05 08:24:33 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais - 04/01/2017 - Mercado - Folha de S.Paulo https://t.co/JCyrkDuMGa",,,"Uberaba, Minas Gerais",Nilo Peçanha Santos,pecanha_nilo,0,Negativo,,,,,,,,,,,,,,,,
462,Thu Jan 05 06:10:10 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais - 04/01/2017 - Mercado - Folha de S.Paulo https://t.co/Jr66fNPVyT",,,Itanhaém,José Growski Junior,zealvesgrowski,0,Negativo,,,,,,,,,,,,,,,,
463,Thu Jan 05 03:16:41 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais / Eles quebram e acabam com tudo! https://t.co/GHlbLiIZwS",,,"Belo Horizonte, Brasil",Leonardo B. Linhares,LeobLinhares,1,Negativo,,,,,,,,,,,,,,,,
464,Wed Jan 04 21:40:44 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/3W2XUrx6JP",,,Brasil,POLÍTICA NA WEB,PoliticaNaWeb,0,Negativo,,,,,,,,,,,,,,,,
465,Sat Jan 07 01:12:13 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/8BWeALhiJl",,,Brazil,Fabio Ortega Ribeiro,ortega_ribeiro,0,Negativo,,,,,,,,,,,,,,,,
466,Wed Jan 04 22:51:54 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,Goiânia-Goiás-Brasil,José Geraldo Gonçal,ZeGeraldo1436,11,Negativo,,,,,,,,,,,,,,,,
467,Wed Jan 04 23:04:40 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z - SÓ COM AJUDA SERGIO MORO PRA RECEBER DE VOLTA?",,,Goiânia-Goiás-Brasil,José Geraldo Gonçal,ZeGeraldo1436,0,Negativo,,,,,,,,,,,,,,,,
468,Wed Jan 04 21:08:24 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/Eif1KvyOKq",,,,José Marques,ze_marques,0,Negativo,,,,,,,,,,,,,,,,
469,Wed Jan 04 21:43:39 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/Iam4ABh6DL",,,São Paulo Brasil,Roberto De Mingo,RDMEngFin,0,Negativo,,,,,,,,,,,,,,,,
470,Thu Jan 05 20:30:41 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/kIw3MtxIsR",,,Goiânia - Goiás,Clayton Sarmento,cfsarmento,0,Negativo,,,,,,,,,,,,,,,,
471,Wed Jan 04 22:29:43 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/LP30KDI3VF",,,"Belo Horizonte, Minas Gerais",HEBERT VIANA,hebert_viana,2,Negativo,,,,,,,,,,,,,,,,
472,Wed Jan 04 23:05:34 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/oDDbDmW4YE",,,,CARLOS,CAR25DA,0,Negativo,,,,,,,,,,,,,,,,
473,Wed Jan 04 21:36:59 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/RbwC4akYP0",,,"Bauru, SP",Gerson Souza,Gerson__Souza,0,Negativo,,,,,,,,,,,,,,,,
474,Wed Jan 04 22:44:40 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/RD2YfTx4rV",,,Belo Horizonte - MG,Luisfelipe,luc4156,0,Negativo,,,,,,,,,,,,,,,,
475,Thu Jan 05 10:35:00 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/rLJoFV9OxF",,,Salvador - Bahia,ajax.ba,ajax0ba,4,Negativo,,,,,,,,,,,,,,,,
476,Thu Jan 05 08:05:21 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais

https://t.co/pHAEtILwUq via @folha_com",,,"São Paulo / Fortaleza, Brasil",Erika,eeerikaaa,0,Negativo,,,,,,,,,,,,,,,,
477,Thu Jan 05 15:21:44 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais!
https://t.co/3Ro5BvVPx5
Isso é a administração… https://t.co/6vKLhSnGte",,,Araraquara SP,jose luis freitas de,joseluisfreita2,0,Negativo,,,,,,,,,,,,,,,,
478,Wed Jan 04 21:39:14 +0000 2017,"Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais, usaram todo dinheiro dos depósitos judiciais https://t.co/YlXRrcXPKS",,,,Fernando Andrade,fn7k,4,Negativo,,,,,,,,,,,,,,,,
479,Thu Jan 05 09:04:21 +0000 2017,Banco do Brasil cobra restituição de recursos de depósitos judiciais do governo de Minas. #PainelAlvorada,,,Belo  Horizonte,alvoradafm,RadioAlvorada,0,Negativo,,,,,,,,,,,,,,,,
480,Wed Jan 04 21:00:52 +0000 2017,Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/2RXPUGGO0K,,,"Porto Alegre, RS, Brasil",R Trader App,rtraderapp,0,Negativo,,,,,,,,,,,,,,,,
481,Wed Jan 04 20:58:38 +0000 2017,Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/AwBG7i7v4Y https://t.co/efaVa8G1br,,,,Trader Bolsa,TraderBolsa,1,Negativo,,,,,,,,,,,,,,,,
482,Wed Jan 04 21:24:08 +0000 2017,Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/NZ7XdK1dur https://t.co/kIjMuxzzxQ,,,"Sao Paulo, Brasil",Escola de Operadores,OperadoresBr,1,Negativo,,,,,,,,,,,,,,,,
483,Wed Jan 04 20:46:56 +0000 2017,Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,,,São Paulo - SP,InfoMoney,infomoney,4,Negativo,,,,,,,,,,,,,,,,
485,Wed Jan 04 21:24:15 +0000 2017,"BB avisa à Justiça que Governo de Minas Gerais usou dinheiro dos depósitos judiciais e não tem como repor.

https://t.co/E8K33Lsu3O",,,Brasil,Harrison Targino,harrisontargino,3,Negativo,,,,,,,,,,,,,,,,
486,Wed Jan 04 20:31:20 +0000 2017,"BB avisa Justiça q governo de MG não tem recursos em conta judicial https://t.co/FfqAz4hZVt https://t.co/4DbFvAZw6F
Pimentel raspou o tacho",,,Brasil,Ary ANTI PT,Ary_AntiPT,3,Negativo,,,,,,,,,,,,,,,,
487,Thu Jan 05 01:42:54 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/9cPsyJwz9c,,,"Cambuquira, Brasil",Claudia Diamante,diamantelilas,0,Negativo,,,,,,,,,,,,,,,,
488,Thu Jan 05 01:34:23 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/cXJZgoB6jh,,,,Jack Kirby,darkseid70,0,Negativo,,,,,,,,,,,,,,,,
489,Thu Jan 05 01:41:45 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/eq6eHilDxi,,,,Lex Luthor,lexluthor2015,2,Negativo,,,,,,,,,,,,,,,,
490,Thu Jan 05 01:26:33 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/neFVRiR4Sp,,,,Jerry Shuster,mxyzptlk44,0,Negativo,,,,,,,,,,,,,,,,
491,Thu Jan 05 01:38:08 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/QTaZbCcqum,,,,Robert Bernstein Jr,generalzod61,0,Negativo,,,,,,,,,,,,,,,,
492,Thu Jan 05 01:39:46 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/sB1qDS8Ijg,,,,Chris Walker,kitwalkerbr,0,Negativo,,,,,,,,,,,,,,,,
493,Thu Jan 05 01:31:47 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/SCKDaKZYjI,,,,Bill Sprang,sprang_bill,0,Negativo,,,,,,,,,,,,,,,,
494,Thu Jan 05 01:31:54 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/TlX0SwOQ5l,,,,Otto Plastino,braniac58,0,Negativo,,,,,,,,,,,,,,,,
495,Thu Jan 05 01:30:13 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/V484sN3maK,,,,Oswald Cobblepot,pinguim41,0,Negativo,,,,,,,,,,,,,,,,
496,Thu Jan 05 01:24:45 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/xxIrtYslcK,,,,Lee Falker,MandrakeLee,0,Negativo,,,,,,,,,,,,,,,,
497,Wed Jan 04 21:12:45 +0000 2017,BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/YZH7JZUJG3 …,,,Internet,Tomaz,josetomazfilho,5,Negativo,,,,,,,,,,,,,,,,
498,Fri Jan 06 00:30:04 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial - 04/01/2017 - Mercado - Folha de S.Paulo https://t.co/0mzc3rHw4T,,,Brazil,ROCKOMODO,Rockomodo,0,Negativo,,,,,,,,,,,,,,,,
499,Wed Jan 04 19:12:48 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial - 04/01/2017 - Mercado - Folha de S.Paulo https://t.co/GwVWF20Wf8,,,BRASIL,ROBERTO CARLOS,jaspionzzz,0,Negativo,,,,,,,,,,,,,,,,
500,Thu Jan 05 00:53:17 +0000 2017,"BB avisa Justiça que governo de MG não tem recursos em conta judicial 

https://t.co/FWGxWiBXmU via @folhapolitica",,,oscarmundongo. blogspot.com,Oscar Mundrongo,OMundrongo,0,Negativo,,,,,,,,,,,,,,,,
501,Wed Jan 04 19:10:45 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial #Finanças #Ações https://t.co/lTDStqoBJ4,,,"Geneva, Switzerland",Dukascopy Stocks PT,FXS_Stocks_PT,0,Negativo,,,,,,,,,,,,,,,,
502,Wed Jan 04 20:12:51 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial #Finanças #Ações https://t.co/ypo9yqDaEr,,,"Geneva, Switzerland",Dukascopy News (PT),FXS_Finance_PT,1,Negativo,,,,,,,,,,,,,,,,
503,Fri Jan 06 14:54:18 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial | Brasil 24/7 https://t.co/LFYc85Lszm via @brasil247,,,"Salvador, Bahia, Brasil",Marcelo Pinto,MarceloPintoBA,0,Negativo,,,,,,,,,,,,,,,,
504,Thu Jan 05 00:42:57 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/2I6KTr0JBC via @folhapolitica,,,"Curitiba, Paraná",Aureo  Rabello,aureorabello,0,Negativo,,,,,,,,,,,,,,,,
505,Wed Jan 04 20:12:22 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/4GCj0aWr89 by #folha via @c0nvey,,,Porto Alegre / RS.,Penta!,marco_germano,0,Negativo,,,,,,,,,,,,,,,,
506,Wed Jan 04 19:06:57 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/4X68bNf9zo,,,,SIGO DEVOLTA#TIMBETA,OthelinoSilva,0,Negativo,,,,,,,,,,,,,,,,
507,Wed Jan 04 19:25:20 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/5e57PdB8HW,,,Belo Horizonte - Minas Gerais,UAI Seguros BH ®,UAI_SEGUROS_BH,0,Negativo,,,,,,,,,,,,,,,,
508,Wed Jan 04 20:45:23 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/5qi72uzuXI,,,"Belo Horizonte, Minas Gerais",Rocha Peritos,RochaPeritos,0,Negativo,,,,,,,,,,,,,,,,
509,Wed Jan 04 19:45:42 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/6M0YHnkMmM by #folha via @c0nvey,,,Sao paulo ,BaladeiraDoBieel,NiiiggaDoBieber,0,Negativo,,,,,,,,,,,,,,,,
510,Wed Jan 04 19:26:25 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/6pd9GSJPz3,,,Belo Horizonte - Minas Gerais,Vans BH - Shows BH,3213_4360,0,Negativo,,,,,,,,,,,,,,,,
511,Wed Jan 04 19:42:32 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/8kAYYvtz27,,,"Belo Horizonte, Brazil",Fora Renan,CedeSilva,0,Negativo,,,,,,,,,,,,,,,,
512,Wed Jan 04 20:32:40 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/9bDz8IHa6W by #folha via @c0nvey,,,Novo Hamburgo,Petry,FVPetry,0,Negativo,,,,,,,,,,,,,,,,
513,Wed Jan 04 22:42:14 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/9iwgJt611L by #folha via @c0nvey,,,,myrna layra fernande,LayraMyrna,0,Negativo,,,,,,,,,,,,,,,,
514,Wed Jan 04 19:53:13 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/A2eSmbsrqi,,,São Paulo,Ruscham,carlosrosset,0,Negativo,,,,,,,,,,,,,,,,
515,Wed Jan 04 19:14:02 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/ag6GTY8EE8,,,"São Paulo, Brasil",Folha Mercado,folha_mercado,2,Negativo,,,,,,,,,,,,,,,,
516,Wed Jan 04 19:19:30 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/AglyVr0oEr by #folha via @c0nvey,,,Brasil,Fabiano Martins,BianoMartins12,0,Negativo,,,,,,,,,,,,,,,,
517,Wed Jan 04 21:10:35 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/aPfIJDad9K #domesticNews,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
518,Wed Jan 04 23:05:47 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/AuZE6PSRWi by #folha via @c0nvey,,,dracena S.P,Elaine Resende,elaineresende4,0,Negativo,,,,,,,,,,,,,,,,
519,Wed Jan 04 19:52:52 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/c9LlsxmxZ8,,,São Paulo,Carlos Rosset,arosset,0,Negativo,,,,,,,,,,,,,,,,
520,Wed Jan 04 21:06:06 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/cVf6Kj4jFi #domesticNews,,,Brasil,Reuters Brasil,ReutersBrazil,2,Negativo,,,,,,,,,,,,,,,,
521,Fri Jan 06 11:49:13 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/dsEY7E0ghB,,,,Márcio.A.N,Marcio2817,0,Negativo,,,,,,,,,,,,,,,,
522,Wed Jan 04 20:38:58 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/epqGDtcJ8m,,,,#BrasilMelhor100PT,Hellblazer2014,1,Negativo,,,,,,,,,,,,,,,,
523,Wed Jan 04 21:42:54 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/faYJRSVJS5 by #folha via @c0nvey,,,"Natal, Brasil",Jacenildo Pereira,jacenildo1976,0,Negativo,,,,,,,,,,,,,,,,
524,Thu Jan 05 01:52:12 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/FF7Dw6SVak by #folha via @c0nvey,,,,Betto Gambugge,gambugge,0,Negativo,,,,,,,,,,,,,,,,
525,Wed Jan 04 20:56:49 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/fpVQQ7ZBpL by #Ary_AntiPT via @c0nvey,,,"São Bernardo do Campo, Brasil",♥Marykotinha_♥SPFC♥,artedasereia,0,Negativo,,,,,,,,,,,,,,,,
526,Wed Jan 04 19:42:08 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/gibQ7GLMgU,,,São Paulo,Deigmar Anderson,deigmar,0,Negativo,,,,,,,,,,,,,,,,
527,Wed Jan 04 23:24:34 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/GiuVSO6kpE by #folha via @c0nvey,,,,alinesilva,silvaaline7,0,Negativo,,,,,,,,,,,,,,,,
528,Wed Jan 04 21:31:27 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/glmS24kNGm,,,,Otto Plastino,braniac58,0,Negativo,,,,,,,,,,,,,,,,
529,Wed Jan 04 21:25:21 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/HPJkC1N2yA,,,,Lee Falker,MandrakeLee,1,Negativo,,,,,,,,,,,,,,,,
530,Wed Jan 04 21:32:30 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/huxfgOxUKm,,,,Bill Sprang,sprang_bill,0,Negativo,,,,,,,,,,,,,,,,
531,Wed Jan 04 19:24:08 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/iXnxV8f9Nm,,,"Sao Paulo, Brasil",Escola de Operadores,OperadoresBr,1,Negativo,,,,,,,,,,,,,,,,
532,Wed Jan 04 22:06:54 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Ja6K4NhTWv by #folha via @c0nvey,,,,Marcio Nunes,213Marcio,0,Negativo,,,,,,,,,,,,,,,,
533,Wed Jan 04 21:01:27 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/jusd1AIWDO by #folha via @c0nvey,,,,Ana,On3directiion,0,Negativo,,,,,,,,,,,,,,,,
534,Wed Jan 04 20:25:41 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/K6plvNsHyA https://t.co/bl9UV8s6aj,,,Brasil,Época Negócios,epocanegocios,10,Negativo,,,,,,,,,,,,,,,,
535,Wed Jan 04 19:12:52 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/KgUtVagNdZ,,,BRASIL,ROBERTO CARLOS,jaspionzzz,0,Negativo,,,,,,,,,,,,,,,,
536,Wed Jan 04 21:27:40 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/liHkhHoSWU,,,,Jerry Shuster,mxyzptlk44,0,Negativo,,,,,,,,,,,,,,,,
537,Thu Jan 05 00:20:01 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/M3Qvk9wN3T https://t.co/ESWDEpfKWh,,,"São Paulo, Brazil",Folha de S.Paulo,folha,23,Negativo,,,,,,,,,,,,,,,,
538,Wed Jan 04 20:23:38 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/m5QfGSC3wV by #folha via @c0nvey,,,,Milvia Nascimento,MilviaNascimen2,0,Negativo,,,,,,,,,,,,,,,,
539,Wed Jan 04 20:21:23 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/m7Wwe9cT91,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
540,Wed Jan 04 22:35:04 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/mLd0VuOlgz by #folha via @c0nvey,,,,Cláudia_MAR,CludiaMAR1,0,Negativo,,,,,,,,,,,,,,,,
541,Wed Jan 04 19:20:27 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/N2SA5nPk17,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
542,Wed Jan 04 20:36:33 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/nLxgWiu5Ps by #folha via @c0nvey,,,Brasil - Goiás - Goiânia,Deivao Kabiotó,deivaolm,3,Negativo,,,,,,,,,,,,,,,,
543,Wed Jan 04 21:23:11 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/nmRY1Omdsp by #folha via @c0nvey,,,Curitibanos/SC,liliane noal farias,lilikanf,0,Negativo,,,,,,,,,,,,,,,,
544,Wed Jan 04 21:43:09 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/OL7TvIlHF7,,,São Simão SP,SOS SAO SIMAO,anjosdocruz,0,Negativo,,,,,,,,,,,,,,,,
545,Wed Jan 04 20:06:30 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/op0OQZeA6U https://t.co/fIJAbnpkXJ,,,"Rio de Janeiro, Brasil",NoticiaDivulgaçõesRj,DivulgacoeE,0,Negativo,,,,,,,,,,,,,,,,
546,Wed Jan 04 20:06:22 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/oWN4OVzh9y https://t.co/9F9lsNC4me,,,| Brasil |,Gustavo Feliciano ⚡,guuHFeliciano,0,Negativo,,,,,,,,,,,,,,,,
547,Wed Jan 04 19:27:24 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/plENtc1XpH,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Negativo,,,,,,,,,,,,,,,,
548,Wed Jan 04 22:25:25 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/puzXOgui7O,,,"Parnamirim, Brasil",Ednalva Maria da Sil,sil_2000,0,Negativo,,,,,,,,,,,,,,,,
549,Wed Jan 04 20:19:34 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Qf614UYcNC,,,Brasil,Reuters Brasil,ReutersBrazil,7,Negativo,,,,,,,,,,,,,,,,
550,Wed Jan 04 20:46:28 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/QFNadp1hho,,,Brasil,Inst.Ser Fundamentos,SerFundamentos,0,Negativo,,,,,,,,,,,,,,,,
551,Wed Jan 04 21:41:31 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/QPcbGAPG91,,,,Lex Luthor,lexluthor2015,2,Negativo,,,,,,,,,,,,,,,,
552,Thu Jan 05 00:20:35 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Qur1Zp2m0C https://t.co/KOdr1NsEsw,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Negativo,,,,,,,,,,,,,,,,
553,Thu Jan 05 12:31:52 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/R1R6o24p14 Pilantrel e Zé Afonso deveriam estar presos!,,,Belo Horizonte,Roney Maurício,roneymau,1,Negativo,,,,,,,,,,,,,,,,
554,Wed Jan 04 21:33:36 +0000 2017,BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/RIdC2X9t1R,,,,Jack Kirby,darkseid70,1,Negativo,,,,,,,,,,,,,,,,
